x,y
1.9999999999999998,-2.402997961722397
-2.500000000000002,-1.2482156514684215
-2.0000000000000018,-2.4029979617223867
2.5,-1.248215651468423
3.0000000000000004,-1.0101086659079865
1.4999999999999993,14.136832902969807
-3.500000000000003,-1.0678550471918964
-3.0000000000000027,-1.010108665907986
3.500000000000001,-1.0678550471918953
-4.500000000000002,-4.7439275483683465
4.000000000000001,-1.5298856564663887
-5.0,3.5253200858157396
-4.0000000000000036,-1.5298856564663934
0.9999999999999989,1.8508157176812983
4.3,-2.495015133914659
4.799999999999998,11.428704205370305
-1.3000000000000012,3.7383341270752575
-4.800000000000001,11.428704205369959
-4.3000000000000025,-2.495015133914674
-1.8000000000000016,-4.401367871853556
0.8999999999999989,1.608725810466042
2.4,-1.3561276410742658
-3.400000000000003,-1.0343420247117447
0.499999999999999,1.1394939273245603
2.9000000000000004,-1.0299104903724647
-3.9000000000000035,-1.3775389168027112
1.7999999999999996,-4.401367871853594
-0.9000000000000009,1.6087258104660456
3.9000000000000012,-1.377538916802708
-2.400000000000002,-1.356127641074263
1.2999999999999992,3.7383341270752304
-2.9000000000000026,-1.0299104903724643
3.400000000000001,-1.034342024711744
-0.8000000000000009,1.4353241996722095
0.399999999999999,1.0857044283832864
-1.6000000000000014,-34.247135610016954
-0.10000000000000103,1.005020918400443
-3.8000000000000034,-1.26427410997525
2.8000000000000003,-1.061320621298831
3.3000000000000007,-1.012678973759923
1.099999999999999,2.2046043887173985
2.3,-1.5008794674602401
-3.300000000000003,-1.0126789737599233
3.800000000000001,-1.2642741099752481
-2.300000000000002,-1.5008794674602361
-2.8000000000000025,-1.0613206212988302
1.5999999999999994,-34.24713561001929
-1.100000000000001,2.204604388717407
-0.400000000000001,1.0857044283832875
-0.20000000000000104,1.0203388449418134
4.1000000000000005,-1.739663084725235
4.599999999999999,-8.916428611360157
0.7999999999999989,1.4353241996722068
-4.600000000000001,-8.916428611360368
-4.100000000000003,-1.7396630847252417
4.899999999999998,5.361574693924671
4.3999999999999995,-3.253801001077404
-4.9,5.361574693924595
-0.700000000000001,1.3074592597334316
-4.400000000000002,-3.2538010010774308
-1.9000000000000017,-3.0932022016726775
3.700000000000001,-1.179106193385292
3.2000000000000006,-1.0017081369617187
-0.30000000000000104,1.046751601538266
1.3999999999999992,5.883490084827318
2.1999999999999997,-1.6992321181373518
-2.7000000000000024,-1.1061064195263652
-1.4000000000000012,5.883490084827385
1.8999999999999997,-3.0932022016726957
-2.200000000000002,-1.6992321181373462
2.7,-1.1061064195263666
-3.200000000000003,-1.001708136961719
-3.7000000000000033,-1.1791061933852933
0.699999999999999,1.3074592597334291
0.19999999999999898,1.0203388449418127
-4.200000000000003,-2.03973060148962
-1.7000000000000015,-7.761293996050261
3.600000000000001,-1.1151275324383496
3.1000000000000005,-1.0008655983391814
0.599999999999999,1.2116283145123183
2.6,-1.1670126326998704
1.6999999999999995,-7.76129399605038
-1.200000000000001,2.759703601332418
2.0999999999999996,-1.9808016559673856
-2.100000000000002,-1.9808016559673782
-1.0269562977782698E-15,0.9999999999999563
-2.6000000000000023,-1.1670126326998689
-3.600000000000003,-1.115127532438351
4.699999999999998,-80.71895753688895
-3.1000000000000028,-1.0008655983391812
-4.700000000000001,-80.71895753690632
1.199999999999999,2.7597036013324034
4.2,-2.03973060148961
-0.600000000000001,1.2116283145123201
-0.500000000000001,1.1394939273245615
0.09999999999999898,1.0050209184004428
4.499999999999999,-4.743927548368288
4.999999999999997,3.525320085815771
0.299999999999999,1.0467516015382656
-1.0000000000000009,1.8508157176813038
-1.5000000000000013,14.136832902970204
