x,y
0.7,-0.3566749439086503
2.0000000000000004,0.6931471805917547
2.500000000000001,0.9162907319133726
3.5000000000000018,1.2527629685585668
3.0000000000000013,1.098612288720843
4.4,1.4816045410078336
4.899999999999999,1.5892352052080647
0.9999999999999999,-1.1102230246251565E-16
1.4000000000000001,0.33647223659909314
4.000000000000002,1.386294361186059
4.5,1.5040773968499304
3.700000000000002,1.3083328197192543
3.2000000000000015,1.1631508098351493
1.9000000000000006,0.641853886185124
2.700000000000001,0.9932517730619935
2.2000000000000006,0.7884573603556471
0.8999999999999999,-0.1053605156568255
4.799999999999999,1.5686159179642367
0.1,-2.302582640025073
4.300000000000001,1.4586150227493029
2.9000000000000012,1.064710737042843
1.8000000000000005,0.5877866649329057
2.400000000000001,0.8754687373930201
3.900000000000002,1.3609765531962723
1.3,0.2623642644842533
3.4000000000000017,1.2237754316849134
1.2,0.1823215568038177
0.4,-0.9162907317363409
2.600000000000001,0.9555114450671844
1.7000000000000004,0.5306282510854364
2.1000000000000005,0.7419373447281811
0.6,-0.5108256237163452
0.2,-1.6094379121080877
3.1000000000000014,1.131402111549653
3.600000000000002,1.2809338455221078
4.200000000000001,1.4350845253603512
4.699999999999999,1.5475625087643188
0.5,-0.6931471804997448
3.3000000000000016,1.193922468484735
1.6000000000000003,0.47000362926393235
3.800000000000002,1.3350010667962973
0.30000000000000004,-1.2039728041498161
1.0999999999999999,0.09531017980349195
2.3000000000000007,0.8329091229765759
4.999999999999998,1.6094379125284435
2.800000000000001,1.0296194172312636
0.7999999999999999,-0.22314355129981778
4.6,1.5260563035376002
4.100000000000001,1.410986973767721
1.5000000000000002,0.4054651081290879
